post_id,umap1,umap2,cluster,cluster_label
1menwa6,7.437515,6.6684675,1,Post-Chemo Hair Regrowth
1mfor0a,8.244436,6.46194,1,Post-Chemo Hair Regrowth
1mfov3w,4.801728,6.3120413,3,Hair Loss & Regrowth Journey
1mg5pak,8.465738,5.847645,1,Post-Chemo Hair Regrowth
1mg8hou,6.0466166,5.43996,3,Hair Loss & Regrowth Journey
1mg9ab3,7.8657513,2.9884658,5,Emotional Struggles Post-Treatment
1mgx4vf,9.4603195,3.9963238,2,Post-Treatment Side Effects
1mh0v2n,2.0424414,6.427089,4,Chemo Curls Hair Care
1mhrcy3,8.126323,4.7060256,2,Post-Treatment Side Effects
1mikqdi,9.274342,5.638482,1,Post-Chemo Hair Regrowth
1mj4x92,10.4421,3.2408931,2,Post-Treatment Side Effects
1mjgw2g,6.9812164,7.7440586,1,Post-Chemo Hair Regrowth
1mjji4p,5.9953246,3.9871402,3,Hair Loss & Regrowth Journey
1mk6jor,6.988224,5.9546747,3,Hair Loss & Regrowth Journey
1mkolpe,8.30198,2.9093373,2,Post-Treatment Side Effects
1ml7pso,9.573474,2.4323316,5,Emotional Struggles Post-Treatment
1mlcff4,8.330108,3.961195,2,Post-Treatment Side Effects
1mlqua7,4.507933,6.188456,3,Hair Loss & Regrowth Journey
1mm0ua5,8.634011,7.075293,1,Post-Chemo Hair Regrowth
1mntntm,9.962831,2.617637,2,Post-Treatment Side Effects
1mnwmf7,5.629903,7.373101,1,Post-Chemo Hair Regrowth
1mo0ccv,4.3329864,6.670579,3,Hair Loss & Regrowth Journey
1mo0h0u,4.2365127,6.716843,3,Hair Loss & Regrowth Journey
1mogdpr,6.479009,4.653705,3,Hair Loss & Regrowth Journey
1moqn0v,4.5578914,7.2850537,3,Hair Loss & Regrowth Journey
1mpe3wj,4.648394,5.1005116,3,Hair Loss & Regrowth Journey
1mpkert,9.544325,1.8728557,2,Post-Treatment Side Effects
1mpre9w,8.177865,2.5878174,5,Emotional Struggles Post-Treatment
1mq8b0n,9.26376,1.7304287,6,Milestones and Survivorship Updates
1mqbk1u,10.109556,1.9484763,2,Post-Treatment Side Effects
1mqpo3m,7.7193155,6.553433,1,Post-Chemo Hair Regrowth
1mr2qwt,7.345026,6.9209275,1,Post-Chemo Hair Regrowth
1mrc7lb,2.079537,6.2618713,4,Chemo Curls Hair Care
1msrjtg,5.492544,6.967091,3,Hair Loss & Regrowth Journey
1mtlu41,1.7582245,6.7487636,4,Chemo Curls Hair Care
1mtuk6l,5.555217,5.929986,3,Hair Loss & Regrowth Journey
1mvkgii,9.129692,1.3456542,6,Milestones and Survivorship Updates
1mwz4gu,9.580044,2.6673784,6,Milestones and Survivorship Updates
1mxhzf2,7.705675,2.411069,5,Emotional Struggles Post-Treatment
1mxq277,4.546731,6.1997976,3,Hair Loss & Regrowth Journey
1mz4nn0,8.742241,2.3356326,5,Emotional Struggles Post-Treatment
1n0y6bc,3.9350328,6.4081154,3,Hair Loss & Regrowth Journey
1n1xsjr,8.029485,2.7001176,5,Emotional Struggles Post-Treatment
1n2haab,10.406436,2.8855689,2,Post-Treatment Side Effects
1n304m6,10.202575,2.0562966,2,Post-Treatment Side Effects
1n5s8dn,9.657271,1.546539,6,Milestones and Survivorship Updates
1n6o9jz,9.984052,3.1392941,2,Post-Treatment Side Effects
1n7b3xv,7.4659696,1.9292889,5,Emotional Struggles Post-Treatment
1n81nza,7.962794,4.997131,2,Post-Treatment Side Effects
1n8cnp2,6.500503,7.839729,1,Post-Chemo Hair Regrowth
1nacf30,7.9214854,7.413201,1,Post-Chemo Hair Regrowth
1nahcjx,5.6622157,6.6392584,3,Hair Loss & Regrowth Journey
1nb3o28,6.033933,6.977237,1,Post-Chemo Hair Regrowth
1nbwzeh,4.294287,7.4669685,3,Hair Loss & Regrowth Journey
1nbz51z,8.307726,4.82238,2,Post-Treatment Side Effects
1nc07ko,9.672597,3.2895372,2,Post-Treatment Side Effects
1nc0snd,6.0816584,4.454546,5,Emotional Struggles Post-Treatment
1nc9ybv,6.2751713,3.8939507,3,Hair Loss & Regrowth Journey
1nca6a6,6.2497983,3.8751135,3,Hair Loss & Regrowth Journey
1ne8ysu,8.876435,1.4806424,6,Milestones and Survivorship Updates
1ned153,5.587121,5.9868913,1,Post-Chemo Hair Regrowth
1neoxkq,7.5892253,6.8873534,2,Post-Treatment Side Effects
1nevf3f,2.17501,6.212662,4,Chemo Curls Hair Care
1ngc9oa,6.3849964,4.3738704,3,Hair Loss & Regrowth Journey
1ngdw9v,7.679676,7.5428452,1,Post-Chemo Hair Regrowth
1nh37vy,6.4704733,7.526407,1,Post-Chemo Hair Regrowth
1nisujd,8.755179,7.671742,2,Post-Treatment Side Effects
1niwg9v,8.911709,1.1655991,6,Milestones and Survivorship Updates
1nkb6oc,8.548849,5.8774295,1,Post-Chemo Hair Regrowth
1nlk17e,8.347918,6.452786,1,Post-Chemo Hair Regrowth
1nlm1pg,9.24444,2.4175344,2,Post-Treatment Side Effects
1nlproa,9.078014,1.93689,6,Milestones and Survivorship Updates
1nmq5l3,9.408075,2.7161145,2,Post-Treatment Side Effects
1nmy2ia,9.533058,1.263329,6,Milestones and Survivorship Updates
1noaci8,10.488268,2.474034,6,Milestones and Survivorship Updates
1nokz6r,9.263391,4.10847,2,Post-Treatment Side Effects
1npkwd8,7.3298936,2.2698312,5,Emotional Struggles Post-Treatment
1npl0tz,6.4064684,6.918699,1,Post-Chemo Hair Regrowth
1npzt63,10.3321705,2.4755988,6,Milestones and Survivorship Updates
1nqe4io,3.060071,6.4084826,4,Chemo Curls Hair Care
1nqidg4,9.386651,3.106166,2,Post-Treatment Side Effects
1nqj6os,7.88384,5.137116,1,Post-Chemo Hair Regrowth
1nqkkxd,10.220673,3.2186732,2,Post-Treatment Side Effects
1nqmpsw,1.8950531,6.4524355,4,Chemo Curls Hair Care
1nr0u3q,4.8577137,7.8515577,1,Post-Chemo Hair Regrowth
1nr6myl,6.0062094,4.8091054,3,Hair Loss & Regrowth Journey
1nrfkt8,7.111101,5.469536,3,Hair Loss & Regrowth Journey
1nrhk8h,8.833696,1.0624306,6,Milestones and Survivorship Updates
1nrnjc2,4.7693067,4.8534765,3,Hair Loss & Regrowth Journey
1nsetr6,8.792032,1.3031781,6,Milestones and Survivorship Updates
1nsyrl7,7.4493794,2.3530116,5,Emotional Struggles Post-Treatment
1nu2hu7,8.482081,5.8283067,1,Post-Chemo Hair Regrowth
1nu7qoh,10.245328,1.9609067,6,Milestones and Survivorship Updates
1nuvoo8,7.9769897,5.413229,1,Post-Chemo Hair Regrowth
1nw72w2,7.900571,2.5768487,5,Emotional Struggles Post-Treatment
1nwoqit,9.196397,2.9456885,6,Milestones and Survivorship Updates
1nxcg1k,4.165747,6.3243837,3,Hair Loss & Regrowth Journey
1nxu08w,7.922493,5.2300835,1,Post-Chemo Hair Regrowth
1nys15o,7.981779,4.9738045,2,Post-Treatment Side Effects
1nytimt,8.879358,4.752645,2,Post-Treatment Side Effects
1nz2jwm,3.2364986,5.221651,4,Chemo Curls Hair Care
1o0w204,9.319237,4.685117,2,Post-Treatment Side Effects
1o0xo67,8.037964,1.9439932,5,Emotional Struggles Post-Treatment
1o1gs62,4.0251856,6.5661287,3,Hair Loss & Regrowth Journey
1o2ecsh,6.0208225,8.17543,1,Post-Chemo Hair Regrowth
1o3e8wj,7.94893,2.538444,2,Post-Treatment Side Effects
1o5a1i8,7.4532495,2.0070581,5,Emotional Struggles Post-Treatment
1o5pf46,8.705864,7.9607735,1,Post-Chemo Hair Regrowth
1o5qpj7,9.093439,2.5944023,2,Post-Treatment Side Effects
1o650er,9.393684,1.38643,6,Milestones and Survivorship Updates
1o67q3z,6.299435,7.3432326,1,Post-Chemo Hair Regrowth
1o6kd54,8.933391,4.1896214,2,Post-Treatment Side Effects
1o74qs2,3.152845,5.0874662,4,Chemo Curls Hair Care
1o7icmj,9.441581,1.7423435,6,Milestones and Survivorship Updates
1o7k5ck,7.832808,6.4840345,1,Post-Chemo Hair Regrowth
1o84cpa,7.709802,5.781148,1,Post-Chemo Hair Regrowth
1o9g4wj,4.8800054,4.181741,6,Milestones and Survivorship Updates
1o9p05x,7.9878187,1.6559148,5,Emotional Struggles Post-Treatment
1oac7ft,8.418812,3.5956297,2,Post-Treatment Side Effects
1ocdzlc,3.7705,6.593557,4,Chemo Curls Hair Care
1octr70,6.8950033,7.6143675,1,Post-Chemo Hair Regrowth
1odnyst,6.5653925,7.3677516,1,Post-Chemo Hair Regrowth
1oefzuf,7.7505774,2.7016032,5,Emotional Struggles Post-Treatment
1oetkq3,6.7644167,6.483318,1,Post-Chemo Hair Regrowth
1ogkyp7,8.484285,4.1014104,2,Post-Treatment Side Effects
1ogwtbp,8.325105,5.7348866,1,Post-Chemo Hair Regrowth
1ohn72e,9.268219,2.4586742,6,Milestones and Survivorship Updates
1oj08uc,5.668518,7.263142,1,Post-Chemo Hair Regrowth
1ojov64,6.2907767,6.7110114,1,Post-Chemo Hair Regrowth
1okcno9,7.344953,2.1585207,5,Emotional Struggles Post-Treatment
1oki6hl,8.14266,3.7308543,5,Emotional Struggles Post-Treatment
1olcnjv,4.682402,4.7982426,3,Hair Loss & Regrowth Journey
1olkwme,4.2346215,6.4283295,3,Hair Loss & Regrowth Journey
1om5ju1,2.504749,6.2312965,4,Chemo Curls Hair Care
1ompilm,6.403323,7.954859,1,Post-Chemo Hair Regrowth
1onndeg,4.6578846,7.6507254,1,Post-Chemo Hair Regrowth
1ookikx,8.500813,2.7445576,5,Emotional Struggles Post-Treatment
1opaz7s,2.6953733,5.2954025,4,Chemo Curls Hair Care
1opclky,10.014361,2.8404303,2,Post-Treatment Side Effects
1opt3rj,6.091887,7.242368,1,Post-Chemo Hair Regrowth
1opuogr,8.833949,4.6773496,5,Emotional Struggles Post-Treatment
1or0tqu,9.14548,3.5865512,2,Post-Treatment Side Effects
1otax8t,8.047081,1.874743,5,Emotional Struggles Post-Treatment
1otcmsm,7.6061068,2.855937,5,Emotional Struggles Post-Treatment
1ouebdk,8.62405,5.350507,2,Post-Treatment Side Effects
1outrbq,8.350284,4.1284075,2,Post-Treatment Side Effects
1ov5ex0,3.8497608,7.077179,4,Chemo Curls Hair Care
1ov65e2,5.7910285,4.6031246,3,Hair Loss & Regrowth Journey
1ovb6w5,10.283235,2.6552973,6,Milestones and Survivorship Updates
1owp9ev,6.3843307,5.1013417,3,Hair Loss & Regrowth Journey
1oxy0op,5.7920547,5.785336,2,Post-Treatment Side Effects
1oy6t0p,8.406776,5.8154817,1,Post-Chemo Hair Regrowth
1oygpg6,3.374155,6.5929756,4,Chemo Curls Hair Care
1oyq3ul,2.0091898,6.8026767,4,Chemo Curls Hair Care
1ozfxip,5.7064033,7.720843,1,Post-Chemo Hair Regrowth
1ozrafy,5.9805684,6.5392013,3,Hair Loss & Regrowth Journey
1p0zqvs,6.6821017,8.33829,1,Post-Chemo Hair Regrowth
1p1aylq,7.9501166,5.1053634,1,Post-Chemo Hair Regrowth
1p1cv9r,9.686035,2.4972823,2,Post-Treatment Side Effects
1p20u5m,9.950972,1.9033276,6,Milestones and Survivorship Updates
1p3hp46,9.521561,4.268515,1,Post-Chemo Hair Regrowth
1p3kap1,3.8863955,5.145624,4,Chemo Curls Hair Care
1p446q7,4.5501513,7.542072,1,Post-Chemo Hair Regrowth
1p51z4k,10.401967,3.03484,2,Post-Treatment Side Effects
1p650no,6.233429,4.124515,3,Hair Loss & Regrowth Journey
1p6855y,6.77802,7.879395,1,Post-Chemo Hair Regrowth
1p6tj1q,7.1106567,7.0183387,1,Post-Chemo Hair Regrowth
1p776u9,8.359357,4.9751906,2,Post-Treatment Side Effects
1p7sdim,8.088771,1.4623419,5,Emotional Struggles Post-Treatment
1p8f7fi,7.226007,5.8049135,3,Hair Loss & Regrowth Journey
1p9c1ya,8.991499,2.670507,6,Milestones and Survivorship Updates
1p9cp33,6.3457355,5.0807624,3,Hair Loss & Regrowth Journey
1p9dv4l,8.016216,7.304747,1,Post-Chemo Hair Regrowth
1p9vaa9,5.1696053,7.52748,1,Post-Chemo Hair Regrowth
1pavmjo,3.9788048,6.814598,3,Hair Loss & Regrowth Journey
1pb6vn0,7.3148,3.0262897,5,Emotional Struggles Post-Treatment
1pbeugc,3.2912393,5.4253926,4,Chemo Curls Hair Care
1pbqtqi,7.481586,1.9831573,5,Emotional Struggles Post-Treatment
1pbry68,9.50579,3.3522568,2,Post-Treatment Side Effects
1pbtq75,2.234006,6.780051,4,Chemo Curls Hair Care
1pcrme4,9.444972,1.8160852,6,Milestones and Survivorship Updates
1pct27h,6.8171005,8.70143,1,Post-Chemo Hair Regrowth
1pdw6qd,9.014451,2.2044783,6,Milestones and Survivorship Updates
1pdzvt0,6.0092497,5.9318666,1,Post-Chemo Hair Regrowth
1pe2u7x,6.171445,5.6061773,3,Hair Loss & Regrowth Journey
1pedb9u,8.6535225,6.4207444,1,Post-Chemo Hair Regrowth
1pfdwki,6.8101096,6.2297225,1,Post-Chemo Hair Regrowth
1pfhvff,7.1756673,3.1509843,5,Emotional Struggles Post-Treatment
1pfno76,9.944111,2.0385513,6,Milestones and Survivorship Updates
1pgcop7,5.7459555,5.6859226,2,Post-Treatment Side Effects
1pglslf,5.732484,5.77796,2,Post-Treatment Side Effects
1pgmdyg,5.718217,5.8178067,3,Hair Loss & Regrowth Journey
1phf2tm,8.525605,4.1878552,2,Post-Treatment Side Effects
1phk4mv,6.2330527,7.214575,1,Post-Chemo Hair Regrowth
1phm6lj,6.841286,7.4617863,1,Post-Chemo Hair Regrowth
1phopsk,9.103438,2.217036,2,Post-Treatment Side Effects
1pi085g,8.360025,7.3344426,1,Post-Chemo Hair Regrowth
1pi3bsb,6.9712834,8.181558,1,Post-Chemo Hair Regrowth
1pig9vx,10.667869,2.9683297,6,Milestones and Survivorship Updates
1pj18mh,8.603463,5.7814803,1,Post-Chemo Hair Regrowth
1pkfbab,8.523411,5.942737,1,Post-Chemo Hair Regrowth
1pkzeif,2.6526604,6.3595753,4,Chemo Curls Hair Care
1pn8xf5,8.646467,6.264882,1,Post-Chemo Hair Regrowth
1pnb5fa,3.3555002,6.565179,4,Chemo Curls Hair Care
1po23qw,4.187293,7.508657,3,Hair Loss & Regrowth Journey
1po59hv,6.384578,6.9899898,1,Post-Chemo Hair Regrowth
1ppdga5,3.895562,6.6291523,4,Chemo Curls Hair Care
1ppngri,8.434317,7.326504,1,Post-Chemo Hair Regrowth
1pptv18,9.208146,4.667131,5,Emotional Struggles Post-Treatment
1pqhb68,7.602862,1.8683559,5,Emotional Struggles Post-Treatment
1pqmnmd,6.4119234,5.812871,2,Post-Treatment Side Effects
1prp1pb,8.582283,1.085396,5,Emotional Struggles Post-Treatment
1psrp7a,7.8175135,5.960331,2,Post-Treatment Side Effects
1pt2p3e,8.937684,1.0648638,6,Milestones and Survivorship Updates
1ptawfb,7.9116807,2.4413664,5,Emotional Struggles Post-Treatment
1pu9uik,2.774701,6.2899733,4,Chemo Curls Hair Care
1pvot8x,4.81623,7.9489765,1,Post-Chemo Hair Regrowth
1pw6hzk,8.693283,6.4165654,1,Post-Chemo Hair Regrowth
1pw99bg,8.38761,6.575359,1,Post-Chemo Hair Regrowth
1pwdw8o,7.5611076,6.686556,1,Post-Chemo Hair Regrowth
1pwmdz5,7.526144,2.3090718,5,Emotional Struggles Post-Treatment
1px690q,7.6530724,2.5045662,5,Emotional Struggles Post-Treatment
1pxews7,6.6252484,7.848147,1,Post-Chemo Hair Regrowth
1pxpznt,6.177904,7.061415,1,Post-Chemo Hair Regrowth
1pxsr21,8.881503,3.779068,2,Post-Treatment Side Effects
1pyyusf,7.5849066,1.9115832,5,Emotional Struggles Post-Treatment
1pzaji5,6.8859754,7.1001697,1,Post-Chemo Hair Regrowth
1pzdc34,8.236936,4.358339,2,Post-Treatment Side Effects
1pzw13c,5.790404,7.79834,1,Post-Chemo Hair Regrowth
1q06dbr,7.0334415,6.968652,1,Post-Chemo Hair Regrowth
1q1se5z,7.1543446,7.612049,1,Post-Chemo Hair Regrowth
1q1tqy5,7.605918,5.5749736,2,Post-Treatment Side Effects
1q1x2jm,6.9296565,7.680449,1,Post-Chemo Hair Regrowth
1q1zo6d,7.4905424,2.7811608,5,Emotional Struggles Post-Treatment
1q23im2,6.2208734,5.6161804,3,Hair Loss & Regrowth Journey
1q2ahzb,2.8100104,6.4688263,4,Chemo Curls Hair Care
1q2kikj,4.3026023,4.792499,3,Hair Loss & Regrowth Journey
1q3v2pq,10.54371,2.9743795,6,Milestones and Survivorship Updates
1q4wkym,10.545732,2.747035,6,Milestones and Survivorship Updates
1q4xlv1,9.7227,2.0956345,6,Milestones and Survivorship Updates
1q5lfhh,8.47465,7.772497,1,Post-Chemo Hair Regrowth
1q5lyyb,3.2314777,5.3746934,4,Chemo Curls Hair Care
1q5vcmf,7.578914,1.8485591,5,Emotional Struggles Post-Treatment
1q74hkt,8.027209,2.6730642,5,Emotional Struggles Post-Treatment
1q7q0p3,8.684629,6.3022485,1,Post-Chemo Hair Regrowth
1q7qync,9.105385,1.1753438,6,Milestones and Survivorship Updates
1q88aqh,6.6839137,8.476393,1,Post-Chemo Hair Regrowth
1q8pms0,7.6349406,2.3699818,5,Emotional Struggles Post-Treatment
1q8u4uz,4.1036997,7.420158,3,Hair Loss & Regrowth Journey
1qb1tsy,8.069981,2.9369476,5,Emotional Struggles Post-Treatment
1qbszi5,5.6266994,5.761833,3,Hair Loss & Regrowth Journey
1qc7iqu,7.837377,7.553117,1,Post-Chemo Hair Regrowth
1qcjile,10.247775,2.5085645,2,Post-Treatment Side Effects
1qcon1j,6.095965,6.0286207,1,Post-Chemo Hair Regrowth
1qcrlii,9.043473,1.1594197,6,Milestones and Survivorship Updates
1qejf0i,9.6399555,3.0716844,2,Post-Treatment Side Effects
1qews80,7.4252934,2.2404897,5,Emotional Struggles Post-Treatment
1qfcwua,7.8517876,2.5516474,5,Emotional Struggles Post-Treatment
1qfnvuf,5.8540196,5.902235,2,Post-Treatment Side Effects
1qgaqjb,4.3576074,4.782176,4,Chemo Curls Hair Care
1qi4faz,6.4546757,3.7840853,5,Emotional Struggles Post-Treatment
1qiq18q,5.139217,4.6934934,3,Hair Loss & Regrowth Journey
1qjbvo5,10.3620615,2.887585,6,Milestones and Survivorship Updates
1qkmw48,7.313356,2.5868928,5,Emotional Struggles Post-Treatment
1qkuj39,6.070772,7.100131,1,Post-Chemo Hair Regrowth
1ql0500,5.9214406,6.4298277,1,Post-Chemo Hair Regrowth
1qlcq72,7.890712,6.306884,1,Post-Chemo Hair Regrowth
1qlwwk7,6.5867186,6.8981724,1,Post-Chemo Hair Regrowth
1qns1lu,9.836178,3.3560786,2,Post-Treatment Side Effects
1qo1zuy,7.242918,4.895903,5,Emotional Struggles Post-Treatment
1qoxpra,7.9523625,5.197492,1,Post-Chemo Hair Regrowth
1qoxyoz,4.3808007,5.030917,3,Hair Loss & Regrowth Journey
1qp2bbp,5.4798923,6.2402425,3,Hair Loss & Regrowth Journey
1qpju72,4.1530924,6.5499616,3,Hair Loss & Regrowth Journey
1qppetc,4.0150003,6.552221,3,Hair Loss & Regrowth Journey
1qpqd1g,7.4592113,6.5808377,1,Post-Chemo Hair Regrowth
1qpt7oz,8.155884,2.702091,5,Emotional Struggles Post-Treatment
1qpyxma,9.44793,4.0297217,2,Post-Treatment Side Effects
1qq1cwb,7.7891426,2.6848395,5,Emotional Struggles Post-Treatment
1qqawps,2.267944,6.17028,4,Chemo Curls Hair Care
1qs7q13,9.731499,2.282806,2,Post-Treatment Side Effects
1qskbi5,6.0493116,5.925361,3,Hair Loss & Regrowth Journey
1qt0me1,5.3917503,5.508873,3,Hair Loss & Regrowth Journey
1qt3ley,1.8203082,6.8223495,4,Chemo Curls Hair Care
1qt6fnl,8.709323,3.9052486,2,Post-Treatment Side Effects
1qusqw5,9.371518,2.1741145,6,Milestones and Survivorship Updates
1quxcat,2.479923,6.3856835,4,Chemo Curls Hair Care
1qvbsca,7.886121,2.5674787,5,Emotional Struggles Post-Treatment
1qvvvym,5.572269,5.720476,3,Hair Loss & Regrowth Journey
1qwmyab,6.4317966,5.3375077,3,Hair Loss & Regrowth Journey
1qwy8ea,6.181762,5.7088685,3,Hair Loss & Regrowth Journey
1qx4dtj,8.157456,4.097846,2,Post-Treatment Side Effects
1r054pq,2.7953799,6.1179576,4,Chemo Curls Hair Care
1r1bvm9,1.7393563,6.581861,4,Chemo Curls Hair Care
1r1dtsw,3.797605,6.4073973,4,Chemo Curls Hair Care
1r22ak2,8.625558,1.535885,5,Emotional Struggles Post-Treatment
1r2f7ty,5.985882,4.59961,3,Hair Loss & Regrowth Journey
1r35xti,2.1076574,6.4471664,4,Chemo Curls Hair Care
1r4o0r8,5.618113,7.8830166,1,Post-Chemo Hair Regrowth
1r4x4ir,9.686637,2.451876,6,Milestones and Survivorship Updates
1r5thcb,2.3837543,6.3431787,4,Chemo Curls Hair Care
1r7ggov,7.605966,2.3333986,5,Emotional Struggles Post-Treatment
1r97lva,8.0077305,4.9068537,2,Post-Treatment Side Effects
1ramzc8,9.625754,3.361951,2,Post-Treatment Side Effects
1rbo5ir,9.35896,4.1067863,2,Post-Treatment Side Effects
1rbppoi,7.4294195,2.4927547,5,Emotional Struggles Post-Treatment
1rbvw9y,10.602053,3.0531557,2,Post-Treatment Side Effects
1rca2z6,7.7803497,1.8191712,5,Emotional Struggles Post-Treatment
1rcrz6l,4.5276723,4.818799,3,Hair Loss & Regrowth Journey
1rdfszb,3.3833003,6.1860294,4,Chemo Curls Hair Care
1rdicg1,7.9786916,3.583285,5,Emotional Struggles Post-Treatment
1rdz0y6,7.6395564,6.1172996,1,Post-Chemo Hair Regrowth
1re45ix,4.7868814,4.6677027,3,Hair Loss & Regrowth Journey
1re60xv,6.692825,6.6960983,1,Post-Chemo Hair Regrowth
1rebcth,6.1773357,7.726002,1,Post-Chemo Hair Regrowth
1reeofk,9.119975,2.7816997,5,Emotional Struggles Post-Treatment
1rejb1n,5.833877,7.99657,1,Post-Chemo Hair Regrowth
1rexa81,9.906215,1.8055978,6,Milestones and Survivorship Updates
1rf3xcs,6.712841,5.8487062,1,Post-Chemo Hair Regrowth
1rgbunf,7.4999003,5.9864717,3,Hair Loss & Regrowth Journey
1rge7x7,3.9285824,5.716438,4,Chemo Curls Hair Care
1rgggdn,4.623059,6.3638005,1,Post-Chemo Hair Regrowth
1rghy0m,5.6908092,5.83313,3,Hair Loss & Regrowth Journey
1rgper8,6.077568,7.86089,1,Post-Chemo Hair Regrowth
1rgudje,5.974526,7.9504943,1,Post-Chemo Hair Regrowth
1rheamt,6.8614597,3.2413983,5,Emotional Struggles Post-Treatment
1ricci1,8.4419775,5.8157644,1,Post-Chemo Hair Regrowth
1rikrnv,6.2953377,6.9004803,1,Post-Chemo Hair Regrowth
1rj4fij,7.6376767,2.7583554,5,Emotional Struggles Post-Treatment
1rjf8dn,4.52205,6.44285,3,Hair Loss & Regrowth Journey
1rk0g11,6.5975447,3.6664639,5,Emotional Struggles Post-Treatment
1rk3lq5,7.6140633,2.5726101,5,Emotional Struggles Post-Treatment
1rk5k0s,8.867241,2.1801236,5,Emotional Struggles Post-Treatment
1rk5puy,8.870957,2.1726468,5,Emotional Struggles Post-Treatment
1rk7zav,8.792396,2.1626418,5,Emotional Struggles Post-Treatment
1rkarj5,8.007615,6.384141,1,Post-Chemo Hair Regrowth
1rkcyq6,7.6827455,6.3967714,3,Hair Loss & Regrowth Journey
1rkeydc,8.981701,5.2329006,1,Post-Chemo Hair Regrowth
1rkrju1,5.970808,6.710788,1,Post-Chemo Hair Regrowth
1rkxkk5,10.045588,2.5710208,6,Milestones and Survivorship Updates
1rl5tr2,8.189956,6.1624503,1,Post-Chemo Hair Regrowth
1rm6zfg,8.679864,1.0245613,6,Milestones and Survivorship Updates
1rmd1a8,3.9772055,6.730168,3,Hair Loss & Regrowth Journey
1rmmjqh,7.778387,2.3024597,5,Emotional Struggles Post-Treatment
1ro50ed,2.3492146,6.845919,4,Chemo Curls Hair Care
1roc5sr,9.262424,3.3046038,2,Post-Treatment Side Effects
1rp3puf,5.5954914,7.76494,1,Post-Chemo Hair Regrowth
1rpnd3u,7.478935,2.702027,5,Emotional Struggles Post-Treatment
1rqrax1,6.0769153,5.6020303,3,Hair Loss & Regrowth Journey
1rr3325,1.979026,6.5053916,4,Chemo Curls Hair Care
1rrf7dg,2.2098582,6.9603443,4,Chemo Curls Hair Care
1ruh15k,9.319533,2.7415967,6,Milestones and Survivorship Updates
1ruywct,7.35508,2.2636375,5,Emotional Struggles Post-Treatment
1rvidpo,9.3973675,3.685026,2,Post-Treatment Side Effects
1rw82c2,10.075776,2.2940536,6,Milestones and Survivorship Updates
1rwanzz,9.696014,3.6405401,2,Post-Treatment Side Effects
1rwcvmf,3.673238,5.524666,4,Chemo Curls Hair Care
1rxagrv,3.8012502,5.056979,4,Chemo Curls Hair Care
1rxg8ww,8.778052,2.1167266,5,Emotional Struggles Post-Treatment
1rxqf14,9.026845,1.1636565,6,Milestones and Survivorship Updates
1rz1v4z,3.7920501,6.6401014,3,Hair Loss & Regrowth Journey
1rzexe7,8.44453,4.258919,2,Post-Treatment Side Effects
1rzuagg,8.092402,4.8287277,2,Post-Treatment Side Effects
1s09n8k,5.764464,7.9125443,1,Post-Chemo Hair Regrowth
1s2g9nk,7.2007756,6.614143,1,Post-Chemo Hair Regrowth
1s2hoc4,10.39996,3.121089,6,Milestones and Survivorship Updates
1s2ml39,10.505084,3.075004,6,Milestones and Survivorship Updates
1s3vk2e,4.6548195,4.5453534,3,Hair Loss & Regrowth Journey
1s4seb1,8.3399105,2.197667,5,Emotional Struggles Post-Treatment
1s5bf6p,7.256256,2.2709587,5,Emotional Struggles Post-Treatment
1s5bonq,5.702954,5.767267,2,Post-Treatment Side Effects
1s5dh7w,4.9540052,5.997029,3,Hair Loss & Regrowth Journey
1s5log4,4.395426,7.5093265,1,Post-Chemo Hair Regrowth
1s63bxb,8.182928,3.881917,2,Post-Treatment Side Effects
1s66n2f,9.059357,3.8678768,2,Post-Treatment Side Effects
1s6nuho,4.5777082,5.0374207,3,Hair Loss & Regrowth Journey
1s6x6qr,10.570737,2.6977677,6,Milestones and Survivorship Updates
1s6zqmn,6.2901473,6.445143,1,Post-Chemo Hair Regrowth
1s953aq,7.605657,2.0354881,5,Emotional Struggles Post-Treatment
1sb0sp4,5.5308113,5.8730364,3,Hair Loss & Regrowth Journey
1scafyi,7.9374757,6.6293125,1,Post-Chemo Hair Regrowth
1scrh3g,3.9720204,6.156399,4,Chemo Curls Hair Care
1sdd31u,7.098293,5.345902,3,Hair Loss & Regrowth Journey
1se26zm,5.803218,7.7754846,1,Post-Chemo Hair Regrowth
1sezs0w,4.174589,7.553954,3,Hair Loss & Regrowth Journey
1sf8tf3,6.2320457,4.7509265,3,Hair Loss & Regrowth Journey
1sf9vo4,9.115866,2.726202,5,Emotional Struggles Post-Treatment
1sg46s2,7.522117,3.1072752,5,Emotional Struggles Post-Treatment
1sgms21,2.3853014,6.4371123,4,Chemo Curls Hair Care
1sgs5xo,7.6863256,3.0851269,5,Emotional Struggles Post-Treatment
1sh297r,2.0151722,6.28944,4,Chemo Curls Hair Care
1si1kzf,2.9793127,5.7918305,4,Chemo Curls Hair Care
1sinv0d,6.749722,5.966293,3,Hair Loss & Regrowth Journey
1sjc3vv,3.2441454,5.190927,4,Chemo Curls Hair Care
1sjp8f3,8.416899,6.4806714,1,Post-Chemo Hair Regrowth
1skpv9l,7.1768656,5.4487333,3,Hair Loss & Regrowth Journey
1slrj8n,6.1859355,4.731085,3,Hair Loss & Regrowth Journey
1sm1uk3,5.5044575,4.246948,3,Hair Loss & Regrowth Journey
